Date,Boulevard Lot Elec Main Meter Energy (kWh),Asian Centre Elec Main Meter Energy (kWh),Beaty Elec Main Meter Energy (kWh),Biomed Elec Main Meter Energy (kWh),Ansoc Elec Main Meter Energy (kWh),Bookstore-NCE Elec Main Meter Energy (kWh),Baseball Training Facility Elec Main Meter Energy (kWh),Allard Hall Elec Main Meter Energy (kWh),AMS Nest Elec Main Meter Energy (kWh),Bio Sci South Elec Main Meter Energy (kWh),Aquatic Centre Elec Main Meter Energy (kWh),Alumni Centre Elec Main Meter Energy (kWh),Bio Sci West Elec Main Meter Energy (kWh),"Buchanan D,E Elec Main Meter Energy (kWh)",CCM Elec Main Meter Energy (kWh),CEME Labs Elec Main Meter Energy (kWh),BRDF Generator Main Meter Energy (kWh),Chan Centre Elec Main Meter Energy (kWh),Centre for Brain Health Elec Main Meter Energy (kWh),CEME Elec Main Meter Energy (kWh),Brock Hall Elec Main Meter Energy (kWh),"Buchanan A,B,C Elec Main Meter Energy (kWh)",Brimacombe-QMI Elec Main Meter Energy (kWh),BRDF Process Main Meter Energy (kWh),C.K. Choi Elec Main Meter Energy (kWh),Buchanan Tower Elec Main Meter Energy (kWh),Chem North Elec Main Meter Energy (kWh),Chem South Elec Main Meter Energy (kWh),Chem East Elec Main Meter Energy (kWh),David Lam Elec Main Meter Energy (kWh),Doug Mitchell Tbird Sports Centre Elec Main Meter Energy (kWh),Chem Centre Elec Main Meter Energy (kWh),Chem Phys Elec Main Meter Energy (kWh),Chem Bio Elec Main Meter Energy (kWh),CICSR Elec Main Meter Energy (kWh),EDC Elec Main Meter Energy (kWh),Coal & Mineral Elec Main Meter Energy (kWh),Chan Gunn Elec Main Meter Energy (kWh),CIRS Elec Main Meter Energy (kWh),Freddy Wood Theatre Elec Main Meter Energy (kWh),Exchange Residence Elec Main Meter Energy (kWh),Geography Elec Main Meter Energy (kWh),Hebb Elec Main Meter Energy (kWh),Friedman Elec meter Energy (kWh),Frank Forward Elec Main Meter Energy (kWh),Hennings Elec Main Meter Energy (kWh),FNH Elec Main Meter Energy (kWh),Forest Sci Elec Main Meter Energy (kWh),Fred Kaiser Elec Main Meter Energy (kWh),H.R. Macmillan Elec Main Meter Energy (kWh),EOS Elec Main Meter Energy (kWh),ESB Elec Main Meter Energy (kWh),Life Building Elec Main Meter Energy (kWh),Liu Elec Main Meter Energy (kWh),Jack Bell Elec Main Meter Energy (kWh),IRSDC Elec Main Meter Energy (kWh),Life Sci Elec Main Meter Energy (kWh),J.B. MacDonald Elec Main Meter Energy (kWh),ICICS Elec Main Meter Energy (kWh),Koerner Library Elec Main Meter Energy (kWh),I.K. Barber Elec Main Meter Energy (kWh),Henry Angus Elec Main Meter Energy (kWh),Klinck Elec Main Meter Energy (kWh),Lasserre Elec Main Meter Energy (kWh),Kenny Elec Main Meter Energy (kWh),MacLeod Elec Main Meter Energy (kWh),Michael Smith Elec Main Meter Energy (kWh),MEDC Elec Main Meter Energy (kWh),MOA Elec Main Meter Energy (kWh),NSDC UBC Elec Meter Energy (kWh),Mathematics Elec Main Meter Energy (kWh),Neville Scarfe Elec Main Meter Energy (kWh),Music Elec Main Meter Energy (kWh),LMRS Elec Main Meter Energy (kWh),Osborne Elec Main Meter Energy (kWh),Parc Library Elec Main Meter Energy (kWh),Longhouse Elec Main Meter Energy (kWh),Orchard Commons Elec Main Meter Energy (kWh),Pharmacy Elec Main Meter Energy (kWh),Swing Space Elec Main Meter Energy (kWh),Pulp & Paper Elec Main Meter Energy (kWh),Sing Tao Elec Main Meter Energy (kWh),Ponderosa East Elec Main Meter Energy (kWh),Student Recreation Centre Elec Main Meter Energy (kWh),Ritsumeikan-UBC House Elec Main Meter Energy (kWh),SPPH Elec Main Meter Energy (kWh),Ponderosa West Elec Main Meter Energy (kWh),Tall Wood House Elec Main Meter Energy (kWh),Strangway Elec Main Meter Energy (kWh),Ponderosa North Elec Main Meter Energy (kWh),Totem Park Res - Qelexen/Hemlesen Elec Main Meter Energy (kWh),Totem Park Res - Dene/Nootka Dene Elec Main Meter Energy (kWh),Totem Cesnaem Elec Main Meter Energy (kWh),Totem Park Res - Haida/Salish Elec Main Meter Energy (kWh),UBC Tennis Centre (New) Elec Main Meter Energy (kWh),Totem Park Res - Dene/Nootka Elec Main Meter Energy (kWh),Totem Park Res - Kwakiutl/Shuswap Elec Main Meter Energy (kWh),Thea Koerner House Elec Main Meter Energy (kWh),TotemParkRes Salish Haida Elec Main Meter Energy (kWh),TotemParkRes Shuswap Kwakiutl Elec Main Meter Energy (kWh),University Centre Elec Main Meter Energy (kWh),ULTL Elec Main Meter Energy (kWh),Woodward IRC Elec Main Meter Energy (kWh),War Memorial Gymnasium Elec Main Meter Energy (kWh),Woodward Library Elec Main Meter Energy (kWh),USB Elec Main Meter Energy (kWh),Wesbrook Building Elec Main Meter Energy (kWh)
6/30/2019,NA,422,9182.5,3743,1057.5,2711,301.59375,3198.25,7873.5,8470,9829,1800.25,8949,1607,7088,2905.5,46965.5,2264,13795,2025.070313,2902,1457,16542,6423,206.375,909,2466.75,2781.375,456.5,2593,11752,11485.125,9500.25,7007.75,4540,562.75,858.25,682.15625,1442,360,NA,620.5,NA,984,2138,1966.8125,3725.5,14427,4163.6875,2508.5,6457.75,8726,4059.75,246.875,579,NA,46351.5,1498,4831.5,2602.6875,6988,7700.5,3850,582,1119.5,931.5,13317,702,9184.5,227.5,249,2108.25,1145,1782,874.5,1936.742188,475.25,9406,34666,738,882.859375,196.5,3099.5,1389,646.25,2356,3692,2374.25,6197,7134,2431.5,129.8125,1135.6875,188.25,1693.5,127.125,150.5,985.5,157.375,44.78125,829.5,NA,1432,886.5,2290.5,3435.75,1548
7/1/2019,NA,417.5,9640,4170.5,863,2706,227.0625,3235.25,7607,8709,9297,1380.25,9159,1651,7383,3261.5,46968.5,2207,14252,2309.054688,3342,1722,16646,6295.25,251.5,792,2408.25,2273.125,455.5,2950.5,11314.5,11770.375,9599.5,7670.5,4697.25,422.5,873.75,648.5,1453.5,325.25,NA,636.5,NA,953,1698,2219.375,3826.75,15093,4471.3125,2072,6896.25,9700,7340.75,257.625,567,NA,48760.5,1958.25,4532.5,1986,7288,8040.5,3923,571,1001.75,930.875,14863,900,9089.5,254.625,281,1951.25,1430,2048,814,1957.488281,471.75,8442.5,37288,800,708.46875,200.125,3048,1184.5,642.25,2639,4437,2275.25,6352,8182,2344,89.1875,1157.375,176.4375,995,176.625,132.875,961.5,151.9375,40.1171875,789.5,NA,1634,1016.25,3069,4143.25,2044
7/2/2019,NA,726.5,9830.25,4451,1225.5,3165,352.4140625,5667.5,9429,8531,11344,2086.25,9596,1852.5,6700,4012.5,46509,3104,13343,2832.28125,3736.5,2523,17027,6551.75,294,1813,2844.75,3067.5,1157,3869.5,11892,12051.25,10158.5,7508,5221.25,644.75,1052.25,654.40625,1529,446.125,NA,789,NA,1433.5,1959,2550,4281,15500,4853,2918.5,7100.25,8955,7712.75,307.125,877.5,NA,51471.5,2366,6389.5,5152.9375,7915.5,9423,4418,970,1694.75,1129,15698,988.5,8411,266.84375,369,3633.5,1414,2239,1126,2003.341797,579.5,10319,37271,1048,1059.890625,331.625,2979,1478.5,633.75,3241,4124,2455,6651,7737,2310,63.25,1170.0625,168.8125,2607.5,176.125,135.875,1740.5,124.5625,40.171875,1205.5,NA,2555,1299.25,4213.5,5362,2238
7/3/2019,NA,702,10050.5,4321.5,1238,3218,358.953125,5658,9692.5,8208,10617,2021.75,9363,1819,6959.5,4012,46964.5,3502,14048,2718.210938,3757,2594,17837,4930.75,282,1763,2898.75,3106,1187,4049.5,12301.5,12117.25,10231,6793.75,5144.5,665.25,1115.25,625.28125,1500.5,469.625,NA,732.5,NA,1491.5,2043,2663.9375,4377.25,15313,4790.25,3011,7471.25,9205,8021.5,304.5,909,NA,51557,2502.5,6420.25,5284.5625,8254.5,9581.5,4391,995,1695.5,1169.5625,16180,997.5,7776.5,250.28125,373,3607.25,1210,2303,1107,2016.671875,561.75,11070,37497,1087.25,1107.8125,331.75,3091,1673.5,614.25,3278,4248,2374,7240,7916,2344.25,60.3125,1210.1875,165.75,2697.5,191.5,152.375,1750,128.8125,40.6953125,1234,NA,2293,1297.25,4095.5,5562.5,2218
7/4/2019,NA,689.5,9582.5,4325,1265.5,3217,372.1640625,5824.75,9662.5,8206,10507,1996.5,9454,1920,6992.5,4042,46964,2331,13971,2764.890625,3813,2679,17460,5211.5,282.5,1743.5,2911.5,3088.375,1154,3954.5,12335.5,12400.875,10389.75,6773.75,5206.25,663.75,1095.25,659.71875,1495,458.125,NA,789.5,NA,1461,1982,2707.9375,4096,15701,4800.875,2970,7600.75,9263,8126,304,943.5,NA,51565.5,2579.25,6515.5,5325.5625,8320,9534.5,4421,912.5,1665.5,1131.875,16317,964,7729.5,232.65625,382,3660.5,1425.5,2292,1090,2002.425781,554.25,10911.5,37273,1009.5,1096.453125,317.25,3005.5,1661.5,613.25,3246,4216,2363.25,7666,7922,2237.25,58.0625,1185.75,175.8125,2685.5,184.75,142.75,1686.5,147.5,42.0859375,1276.5,NA,2237,1207.75,4050,5653.25,2162
7/5/2019,NA,639,9058.75,4144,1311,3185,370.6015625,5090,9273.5,8209,11023,1876.25,9198,1878.5,6850,4101,46491,2201,13564,2862.804688,3571.5,2302,17118,6152.25,278.5,1608,2819.5,3179.25,1119.5,3883.5,12797.5,12111.75,10282.5,6179.5,5235,617.625,1056.25,697.125,1511,411.5,NA,744.5,NA,1298.5,2045,2563.6875,3852,15135,4668.8125,2941.5,7309.5,8351,7608.25,201,1012,NA,50033.5,2535,5857.25,4473.6875,8023,9246,4352,935,1674,1125.1875,15454,1024.5,7816.5,231.375,355,3295.25,1332,2180,1086,1980.794922,598,10453.5,NA,1056.5,1078.890625,315.375,2940,1669.5,605.75,3255,4116,2409,7028,7903,2205,53.625,1232.5,159.1875,2798.5,189.875,157,1611,150.75,46.7265625,1342.5,NA,2157,1087,3615,5838.5,2110
7/6/2019,NA,355.5,8192.5,3516,1070,2822,365.9296875,4304.25,7517.75,7808,10968,1826.75,8649,1803,6638.5,2993.5,46965.5,1981,12855,2077.882813,2385.5,1644,16128,6191.75,213.5,927,2397.5,2891.625,444.5,2870.5,11811.5,10827.75,9518.75,5555.5,4588,525,921.75,629.53125,1418.5,335.875,NA,608.5,NA,901,1349,2071.625,3409.5,12776,4104.625,2470,6408.75,7751,6385,210.75,628,NA,44719.5,2003.5,4198,3453.125,7141,7617.5,3687,585,1115,922.75,12932,869.5,7695,199.09375,253,2297.5,1302,1695,879.5,1907.0625,415.5,9607,34186,762.25,702.90625,202.625,2906,1434,573.75,2371.5,3624,2447.25,5445,6780,2150.75,54.75,1306.6875,141.75,2782,195.625,156.25,1179.5,144.75,43.296875,1114.5,NA,1631,623.25,2591.5,4390,1490
7/7/2019,NA,364,8049.75,3451,1106,2760,310.0546875,3263.25,7115.75,7727,10465,1555.25,8497,1754,6810,2963.5,46969,2391,12612,2091.515625,2382.5,1485,15942,6188.75,214,906.5,2314.5,2856.75,442.5,2726,11964,10593.5,9460.5,5388.25,4644.25,518.25,897.5,604.21875,1416.5,345.25,NA,626.5,NA,880.5,2206,2061.9375,3283,12941,4150.4375,2506.5,6237.5,7707,4234.25,209.375,718,NA,44381,1669.25,4111.5,2185.125,6521.5,7690.5,3670,591.5,1072,883.0625,11895,706,7651,238.125,246,2115.5,995.5,1659,877,1898.480469,448.75,9603,33894,690.25,831.078125,202.375,2926.5,1189.5,569.5,2299.5,3780,2565.75,4618,6819,2043,64.375,1281.25,195.5625,2761,195,177.625,964.5,208.875,51.546875,1126.5,NA,1294,660,2047,4407.5,1489
7/8/2019,NA,669,10008.5,4248,1230,3152,338.890625,5876.25,9139,8067,10492,1993,9183,1927.5,7113.5,4112,46697.5,3118,12947,2801.640625,3684,2457,17458,6091.75,298.375,1760,2807,3089.75,1128.5,3882.5,12983,11205.625,10157,6534.25,5243.25,618,1030.25,659.9375,1639.5,386.75,NA,775.5,NA,1291,1959,2596.125,4301.5,14848,4800.5,2941.5,7225.75,9135,8201.25,297.75,1017.5,NA,50284,2478.75,6531.5,5288.3125,7772.5,9672,4475,949.5,1696.25,1181.625,15752,1054.5,7595.5,247.875,380,3754,1284,2199,1073.5,2003.207031,624.5,10490,37140,1111.5,1066.65625,324.25,3141.5,1468,584.75,3232,4435,2391.25,7337,8157,2097.5,69.9375,1345.8125,200.8125,2625,203.25,174.125,1757,226.3125,46.3984375,1289,NA,2298,1172,4031,5184,2217
7/9/2019,NA,669.5,10475,4431.5,1230.5,3214,360.796875,6158.75,9533.75,8471,10028,2027,9739,2007,7173,4026,46967.5,2973,12698,2699.148438,3872.5,2696,17938,5596.75,292.625,1817.5,2861.25,3005.875,1227.5,4001.5,13400,11013,10464.75,8341.75,5483,624,1039.25,763.96875,1485.5,509,NA,769,NA,1280,1995,2652.375,4613,17053,4812.5,2979,7626.5,9597,8254.5,297.875,944.5,NA,53214.5,2498,6701.25,5954.0625,8346.5,9791.5,4677,951,1662.25,1216.3125,16703,1015.5,7616,238.65625,482,3957.5,1488,2281,1192,2017.113281,591,10500,38206,1059.25,1028.46875,327.5,3189.5,1637.5,568.25,3387.5,4466,2313,8239,8754,2000.25,62.75,1388.1875,179.5625,2531,201,183.875,1745.5,180.625,46.15625,1118.5,NA,2245,1206,4228.5,5516.25,2191
7/10/2019,NA,667.5,10390,4536,1201.5,3246,338.078125,5902,9714.75,8200,9805,1941,9393,1949.5,7235,4123,46175.5,3176,14253,2754.632813,3769.5,2551,17675,5945,301.5,1728,2898.5,3085.875,1162.5,3930.5,13561.5,11375.25,10553,7463,5417.25,604.625,1084.5,725.4375,1522.5,582.625,NA,720,NA,1417.5,2012,2620.75,4754.25,18262,4818.125,2998,7652.75,9628,8190.25,302.75,964,NA,54958,2589.75,6482.25,5890.875,8674,9858.5,4696,993.5,1682.5,1128.125,16828,1045,8420,268.125,467,3748.75,1376.5,2339,1225.5,2051.410156,619.5,10627,38734,1186.25,1066.3125,354,3202,1668,554,3351,4360,2379.25,8376,8428,1993,66.25,1255.9375,212.875,2889.5,208.875,186,1765.5,238,45.1171875,1195,NA,2335,1171,4327.5,5996.25,2215
7/11/2019,NA,654,10683,4441,1176,3290,357.8046875,6201.25,9906.5,8413,9394,2045.25,9712,1921,7341,4267.5,46970.5,2216,14691,2737.070313,3896,2652,17584,5665,290.5,1756.5,2879.75,3160.125,1160.5,4031.5,13706.5,11872.875,10426.25,7614,5401,622,949,740.5,1564,465.375,NA,772.5,NA,1402,2025,2401.4375,4792,16713,4846.375,2976.5,7825.5,9733,8262.25,287.125,1075,NA,53730,2534.5,6106,6122.125,8481,9772.5,4700,990,1669.25,1161.4375,16858,1011.5,9781.5,253,433,3907,1294,2374,1181,2058.289063,569.5,10561.5,37980,1080.75,972.25,358.375,3273,1641,528.75,3294,4444,2254.75,8478,8416,1996,63.5,1330.4375,195.25,2535.5,198.875,210.625,1664.5,196.5625,54.6484375,1268,NA,2274,1213.5,4268,5222.5,2113
7/12/2019,NA,631.5,10384.25,4291,1218,3170,338.890625,6028,9790.5,8377,9920,2123.25,9771,1849.5,7378,4185,46553,3006,13402,2667.414063,3844.5,2487,17645,5601,274.5,1752,2885,3100,1137,3914.5,13458,11899.25,10228,8426.5,5356.5,617.625,1074.25,683.53125,1541.5,472.625,NA,723.5,NA,1395.5,1948,2218.625,4687.25,17172,4808.5625,2788.5,7707,9805,8142.25,304.125,1105.5,NA,53183,2440.5,6891.25,5344.875,8102.5,9560,4674,852.5,1646.25,1147.125,16649,991,9484,249.59375,389,3879.5,1309.5,2326,1159,2060.132813,624,10652,37674,1167.25,983.234375,346.625,3194.5,1659,543.5,3184,4522,2185,8421,8563,2139.25,69.3125,1308.25,220.0625,2856.5,204.25,221.125,1667.5,235.625,50.65625,1220,NA,2292,1317.75,4197,5272,2155
7/13/2019,NA,330.5,9432.75,3869,1084.5,2793,272.640625,5158.25,8620.5,8206,10664,1754.25,9700,1696,7618.5,2759.5,46971,2616,14406,1689.3125,2892.5,1582,16662,5417.25,226.25,1029,2533,2747.125,438,3149.5,12775,11827.5,9551.5,7370,4735.5,549.5,917.75,646,1365.5,474.5,NA,487.5,NA,954.5,2102,1776.5625,4077.75,15314,4215.625,2411.5,6684.5,9558,7084.25,241.25,862.5,NA,48501.5,1995.5,4618.5,4927.1875,7720,8131,4045,575,1166.75,869.375,14200,866.5,9280.5,219.84375,254,2304.5,1337,1837,943,2002.875,474,10601,35928,780.75,696.25,234.875,3109.5,1583,640,2374.5,3744,2245.25,7112,7553,2758,100.625,1261.4375,207.4375,2095,194,194.625,970,210.6875,45.5,986.5,NA,1769,691.25,3160.5,3973,1600
7/14/2019,NA,328.5,9306,3943,959.5,2699,324.25,3419,8290,8185,10439,1531,9435,1641,7161.5,2908,46969.5,2557,14191,1864.984375,2866,1438,16476,5601.25,214,1040.5,2462.25,2745,434,3021.5,12844.5,12211.75,9458.75,7244.5,4878.5,543.625,919,613.40625,1367,414.25,NA,492.5,NA,929,2126,1808.9375,4037.5,15197,4272,2375,6570.5,9111,4354.25,254.375,885.5,NA,48075.5,1728.25,4847,2773,7052.5,8371.5,4045,573.5,983,880.625,13714,723,9418.5,228.84375,256,2170,1346,1798,965.5,1982.347656,430.25,11576,35320,763.5,877.375,232.875,3087,1387,758,2360.5,3806,2282.75,6778,7357,3544.5,139.75,1312.5625,215.625,2327,201,191.125,974,220.9375,43.328125,761.5,NA,1370,702.25,2261,3814.75,1580
7/15/2019,NA,673.5,10713.5,4694,1279,3133,352.921875,6435.25,10036,8398,10577,2122,10152,1886.5,7395.5,4291,46969.5,2427,13905,2806.148438,4180.5,2768,17560,5828.5,283,1823,2906,3254.875,1110,3936,13715.5,12296.375,10293.75,8683.5,5287.25,653,1071,673.875,1567.5,464.125,NA,750,NA,1466,2008,2453,4634.25,17344,5001.125,2926,7474.25,10620,8605,307.125,1151,NA,54012,2638.75,7052.25,6269.6875,8263,10280,4838,903,1714,1121.25,16782,997.5,9778,233.53125,373,4390.75,1442.5,2262,1214,2091.5,530.5,12573,39030,1178.25,1005.84375,351.625,3175.5,1518.5,742.75,3270.5,4651,2220.25,8184,8667,3522,130,1321.9375,246.625,2588,207.125,226.25,1701,246.375,44.609375,1186,NA,2528,1203.25,4519.5,5216.25,2316
7/16/2019,NA,680,10724.5,4616,1286.5,3087,354.671875,6527.75,10164.75,8414,10703,2153,10095,1947.5,7405.5,4247.5,46970,2725,13947,2865.28125,4106.5,2781,17838,5804,275.5,1747,2910.5,3181.25,1132.5,4055.5,13357.5,12459.75,10483.25,8693,5568,666.375,1039.5,810.59375,1608.5,403.875,NA,791.5,NA,1497.5,1982,2352.3125,4761,17532,4998.0625,2885.5,7482.25,10588,8581.5,291.375,1143,NA,54463.5,2642.75,6048.75,6261.5625,8673.5,10417.5,4785,960,1754,1125.1875,16647,1018.5,9592,240.75,384,4316.25,1443,2297,1224.5,2081.660156,523.25,12366.5,38896,1109.75,978.484375,354.5,3183.5,1686.5,818,3408,4581,2190.75,8679,8738,3420.25,136.9375,1417.1875,191,2706.5,200,173.25,1702.5,200.6875,47.125,1275.5,NA,2469,1229.75,4491.5,5298,2271
7/17/2019,NA,676,10134,4353,1205.5,3086,356.4140625,5798.75,9870.25,8404,10865,2126.75,9920,1921,6894,4468.5,46970.5,2845,14155,2985.992188,3924,2624,16667,6100,300.75,1651,2923.25,3322,1181.5,4028,13474,12388.875,10379,7940,5476.75,633.25,1055.75,666.5,1607.5,460.875,NA,799,NA,1433,2009,2393.625,4519.5,16885,4917.6875,3000,7139,9739,7894.75,293.625,1133.5,NA,53110.5,2602.5,6070.25,5599.8125,8389,9988.5,4759,966.5,1762,1161.4375,15979,1061,9602.5,256.46875,405,3819.25,1392,2287,1217,2035.894531,508.75,12047.5,NA,1195.5,1026.84375,378.75,2991.5,1694,812.25,3291,4385,2257.75,8116,7855,3508.5,132.1875,1431.125,215.9375,2869.5,205.375,167.125,1714.5,238.0625,42.0546875,1232,NA,2435,1194.75,4235.5,5654.5,2181
7/18/2019,NA,665,9595.75,4255.5,1282.5,3085,396.2109375,5454.5,9651.25,8296,11340,2104,9773,1945.5,6936.5,4312.5,46972.5,2432,12858,2986.226563,3696,2766,16897,6189.25,300,1644.5,2861.75,3136.5,1142,3985.5,13020.5,12618.125,10397.75,8212.5,5112.75,620.875,988,658.03125,1456,389.375,NA,778.5,NA,1416,2046,2552.4375,4088.75,15681,4921.125,2901,7195.75,9184,8046.5,303.75,1004.5,NA,51136,2532.75,6527,5541.1875,7777.5,9756,4625,961,1726.25,1172.75,15685,1011.5,9557.5,225.5,428,3711.25,1159,2202,1241.5,2019.769531,501.75,12182.5,38199,1132.5,973.46875,375.5,3044.5,1704,801,3301,4251,2266.25,7833,7847,3603,131.25,1320.375,205,2631.5,208.25,161.5,1658.5,212.5625,50.078125,1211,NA,2266,1180.5,3977,5316.5,2109
7/19/2019,NA,663,9362.5,4039,1243.5,3043,393.921875,5496.25,9265,8213,11312,2116.75,9512,1929,7250,4362,41195.5,2604,12063,2998.117188,3545.5,2453,16408,6584,291.5,1492.5,2869.5,3208.75,1112,3968.5,12866,12742.5,10064.25,7848,4972.75,628.25,1001.75,645.03125,1421.5,386.625,966.6056871,751.5,NA,1365.5,1997,2333.8125,4041.75,15234,4798.125,2903,7060,9078,7766.25,300.5,971.5,NA,49506,2517.25,6253.25,4330.875,7501.5,9295,4355,865,1679,1057.125,15383,993.5,9562,249.6875,418,3401,1140.5,2173,1159.5,1998.125,535.75,12189.5,37826,1063,948.484375,388.75,3106,1693,827.75,3162.5,4173,2306.75,7361,7819,3643.75,145.625,1337.125,226.0625,2541,210.375,194.125,1699.5,221.5625,46.5234375,1269,NA,2252,1175.5,3870,5099.75,2005
7/20/2019,NA,401,8725.75,3726,1043.5,2642,308.9296875,4659.25,8141,8033,10669,1797,9213,1698,7290.5,2967.5,46970.5,2036,10834,1986.21875,2794,1676,15569,5758.75,220,809,2427.75,2796.875,438.5,3317,12098.5,12243.875,9523.5,7851.5,4511,538.375,849.25,627.1875,1342.5,348.125,2649.480042,487,NA,890,1355,1734.875,3550.75,14388,4399.125,2470,6512,8999,6817.25,231.25,656.5,NA,45779,2019,4133.5,4284.375,7152,7968,3821,527.5,1186.5,874.625,12868,859,9223.5,200.5,298,2256,1181,1761,958.5,1936.3125,393.5,11021,34963,824.5,688.1875,260.625,3131.5,1563.5,744.25,2364.5,3640,2241.5,6690,7348,3567,142.5625,1386.75,190.5,1855,197,210.75,1023.5,169.5,41.3359375,1059,NA,1738,619.5,2971,3593,1375
7/21/2019,NA,395,9283.25,3869,1035,2595,297.8046875,3263,8322,8024,9456,1778.75,9460,1637,7951.5,2784,46931.5,2354,10720,1851.945313,3003,1556,15937,6034.5,219.625,794.5,2385,2797.625,425,3360,12701.5,11934.375,9571.5,8541,4391.5,536.125,871.25,578.125,1336,377,2704.012695,489,NA,918,2183,1754.875,3630.5,14825,4424.5,2470,6787.5,9842,4350,230.75,636,NA,48878,1700.25,4900,3726.375,7068,8125.5,4105,621.5,1004.75,851.5,12999,719,9643.5,213.4375,261,2217.75,1417.5,1804,934,2020.511719,354.25,11420,34760,844,852.015625,239.625,3325,1373.5,818.5,2333,3852,2201,6946,8045,3697,153.125,1331.9375,207.4375,2084,190.5,204.875,969.5,210.625,39.625,1024,NA,1374,619.75,2313,3506,1404
7/22/2019,NA,703,10959.25,4794,1207.5,3051,353.5625,6488.75,10284,8270,9334,2336,10385,1878.5,8194.5,4064,46917.5,2680,14120,2691.046875,4449.5,2907,17036,6096.5,292,1683.5,2960.75,3183.875,1131,4259,14073,12598.125,10381.25,9606,5410,640.25,1012.5,693.28125,1440,582.875,2659.431641,813.5,NA,1564.5,2048,2453.8125,4591.75,17010,5008.6875,3015.5,7769.5,11401,8747.75,287,909.5,NA,54699,2537.25,6956.75,6406.875,8625,10631.5,4837,928,1746.5,1139.25,16894,986,9774.5,261.09375,373,4622,1493.5,2359,1200.5,2099.910156,511.75,12280,38110,1290.25,967.125,350.5,3444.5,1504.5,826.25,3368.5,4808,2255.25,8530,8985,3407,132.6875,1337.75,210.5625,2700,198.125,217.875,1671,225.8125,37.7265625,1333.5,NA,2606,1172.75,4654,5061,2215
7/23/2019,NA,672,10752,4572.5,1282.5,3211,363.3203125,6141,10431.75,8124,9672,2175.25,10159,1979,7883,4331,46962.5,2664,14861,2844.125,4233,2854,17332,6558.5,296.625,1670,3034,3161.875,1123.5,4323,13154.5,12904.625,10397.5,9009.5,5357.5,648.125,1056.75,750.34375,1652.5,570.125,2656.860352,817.5,NA,1514.5,2009,2431.8125,4713.75,17310,5000.5625,2989.5,7680.5,10510,8442.75,283.375,870,NA,53865,2588.75,6755,6064.875,8345,10467.5,4868,1171.5,1763.5,1216.3125,16665,1005.5,9987,230.40625,398,4470,1375.5,2314,1225.5,2070.960938,508.25,11701,38178,1150.25,815.03125,357.25,3237,1650,796.75,3376.5,4520,2270.75,8431,8414,3371.25,123.75,1277.125,200.375,2813.5,193.625,209.875,1723,200.8125,37.84375,1294.5,NA,2426,1203.5,4429.5,5300.5,2235
7/24/2019,NA,669,10205.5,4353,1240.5,3216,355.1953125,6036.5,9942,8104,9599,2146.5,9860,1912,7364.5,4260,46961.5,2794,14836,2846.25,4034.5,2889,17060,6458.5,280.25,1612,2984,3199.5,1125.5,4297,13220,12933.375,10308,8232,5280.75,636,1115.75,671.1875,1691,594.5,2625.040039,775.5,NA,1378,2065,2481.625,4401.75,16287,4938.5625,3107,7526.25,9814,8477.5,292.25,881,NA,51441,2665,6517.5,5771,8221.5,10049,4785,1180.5,1756.5,1162.625,15908,1014.5,9789.5,226.125,411,4136.75,1377,2287,1216,2041.414063,523,11782,38353,1143.5,802,361.875,3197.5,1674.5,798.5,3291,4486,2211.25,8026,8153,3371.75,130,1380.625,212.8125,2546,189.875,207.875,1718,233.625,38.1171875,1384,NA,2311,1262.75,4193.5,5349.5,2228
7/25/2019,NA,681,10237.25,4357.5,1240.5,3214,362.6640625,6141,10435.25,8191,9763,2203,10004,1971.5,8127,4300.5,46961,2512,15439,2817.6875,4133,2816,17174,6303.5,301,1683.5,2943.75,3111,1129,4383.5,13374.5,12839.875,10441.75,9321,5609,632.75,1096.5,655.9375,1633,587.75,2684.728516,809,NA,1390,2053,2456.6875,4232,17086,4975.0625,3080,7713.25,10202,8396.75,286,861.5,NA,52873,2688.75,6819,5934.875,8488.5,10079,4523,1193.5,1848,1217,16974,1011,9681,231.03125,382,4245.5,1293.5,2254,1235,2105.554688,528,11875.5,38603,1091.25,962.34375,362,3260,1683,778.5,3324,4454,2171,8398,8387,3507.5,128.25,1400.625,208.375,2598,196.125,230.75,1694,195.375,37.7109375,1437.5,NA,2269,1344.75,4261,5313,2214
7/26/2019,NA,697.5,11321.75,4666.5,1320,3180,339.375,6122,10972,8486,10773,2234.5,10361,1845,8496,4174,46961.5,2640,15571,2592.171875,4348,2708,NA,5849.75,298.875,1774.5,2958.5,3248.625,1114.5,4268.5,13777.5,12994.875,10528.5,9395,5998,649.375,1068.25,728.6875,1709,647.875,2668.955078,778.5,NA,1504.5,1991,2490.75,4909.75,18435,5122.75,3077,8025.25,10936,8534.75,304.5,872,NA,56355,2610,6530,5558,9012.5,9824.5,4737,881.5,1819.75,1150.625,17468,996.5,9951,237.34375,363,4495.75,1355.5,2303,1215.5,2153.484375,531.5,11956,39291,1138.5,839.890625,346.25,3380,1703.5,806,3307.5,4669,2132.75,9407,9182,3403.75,134.1875,1400.0625,201.3125,2744.5,202.875,226.25,1715,201.3125,40.0546875,1482,NA,2275,1187.25,4454,5328.5,2285
