Date,Boulevard Lot Elec Main Meter Energy (kWh),Asian Centre Elec Main Meter Energy (kWh),Beaty Elec Main Meter Energy (kWh),Biomed Elec Main Meter Energy (kWh),Ansoc Elec Main Meter Energy (kWh),Bookstore-NCE Elec Main Meter Energy (kWh),Baseball Training Facility Elec Main Meter Energy (kWh),Allard Hall Elec Main Meter Energy (kWh),AMS Nest Elec Main Meter Energy (kWh),Bio Sci South Elec Main Meter Energy (kWh),Aquatic Centre Elec Main Meter Energy (kWh),Alumni Centre Elec Main Meter Energy (kWh),Bio Sci West Elec Main Meter Energy (kWh),"Buchanan D,E Elec Main Meter Energy (kWh)",CCM Elec Main Meter Energy (kWh),CEME Labs Elec Main Meter Energy (kWh),BRDF Generator Main Meter Energy (kWh),Chan Centre Elec Main Meter Energy (kWh),Centre for Brain Health Elec Main Meter Energy (kWh),CEME Elec Main Meter Energy (kWh),Brock Hall Elec Main Meter Energy (kWh),"Buchanan A,B,C Elec Main Meter Energy (kWh)",Brimacombe-QMI Elec Main Meter Energy (kWh),BRDF Process Main Meter Energy (kWh),C.K. Choi Elec Main Meter Energy (kWh),Buchanan Tower Elec Main Meter Energy (kWh),Chem North Elec Main Meter Energy (kWh),Chem South Elec Main Meter Energy (kWh),Chem East Elec Main Meter Energy (kWh),David Lam Elec Main Meter Energy (kWh),Doug Mitchell Tbird Sports Centre Elec Main Meter Energy (kWh),Chem Centre Elec Main Meter Energy (kWh),Chem Phys Elec Main Meter Energy (kWh),Chem Bio Elec Main Meter Energy (kWh),CICSR Elec Main Meter Energy (kWh),EDC Elec Main Meter Energy (kWh),Coal & Mineral Elec Main Meter Energy (kWh),Chan Gunn Elec Main Meter Energy (kWh),CIRS Elec Main Meter Energy (kWh),Freddy Wood Theatre Elec Main Meter Energy (kWh),Exchange Residence Elec Main Meter Energy (kWh),Geography Elec Main Meter Energy (kWh),Hebb Elec Main Meter Energy (kWh),Friedman Elec meter Energy (kWh),Frank Forward Elec Main Meter Energy (kWh),Hennings Elec Main Meter Energy (kWh),FNH Elec Main Meter Energy (kWh),Forest Sci Elec Main Meter Energy (kWh),Fred Kaiser Elec Main Meter Energy (kWh),H.R. Macmillan Elec Main Meter Energy (kWh),EOS Elec Main Meter Energy (kWh),ESB Elec Main Meter Energy (kWh),Life Building Elec Main Meter Energy (kWh),Liu Elec Main Meter Energy (kWh),Jack Bell Elec Main Meter Energy (kWh),IRSDC Elec Main Meter Energy (kWh),Life Sci Elec Main Meter Energy (kWh),J.B. MacDonald Elec Main Meter Energy (kWh),ICICS Elec Main Meter Energy (kWh),Koerner Library Elec Main Meter Energy (kWh),I.K. Barber Elec Main Meter Energy (kWh),Henry Angus Elec Main Meter Energy (kWh),Klinck Elec Main Meter Energy (kWh),Lasserre Elec Main Meter Energy (kWh),Kenny Elec Main Meter Energy (kWh),MacLeod Elec Main Meter Energy (kWh),Michael Smith Elec Main Meter Energy (kWh),MEDC Elec Main Meter Energy (kWh),MOA Elec Main Meter Energy (kWh),NSDC UBC Elec Meter Energy (kWh),Mathematics Elec Main Meter Energy (kWh),Neville Scarfe Elec Main Meter Energy (kWh),Music Elec Main Meter Energy (kWh),LMRS Elec Main Meter Energy (kWh),Osborne Elec Main Meter Energy (kWh),Parc Library Elec Main Meter Energy (kWh),Longhouse Elec Main Meter Energy (kWh),Orchard Commons Elec Main Meter Energy (kWh),Pharmacy Elec Main Meter Energy (kWh),Swing Space Elec Main Meter Energy (kWh),Pulp & Paper Elec Main Meter Energy (kWh),Sing Tao Elec Main Meter Energy (kWh),Ponderosa East Elec Main Meter Energy (kWh),Student Recreation Centre Elec Main Meter Energy (kWh),Ritsumeikan-UBC House Elec Main Meter Energy (kWh),SPPH Elec Main Meter Energy (kWh),Ponderosa West Elec Main Meter Energy (kWh),Tall Wood House Elec Main Meter Energy (kWh),Strangway Elec Main Meter Energy (kWh),Ponderosa North Elec Main Meter Energy (kWh),Totem Park Res - Qelexen/Hemlesen Elec Main Meter Energy (kWh),Totem Park Res - Dene/Nootka Dene Elec Main Meter Energy (kWh),Totem Cesnaem Elec Main Meter Energy (kWh),Totem Park Res - Haida/Salish Elec Main Meter Energy (kWh),UBC Tennis Centre (New) Elec Main Meter Energy (kWh),Totem Park Res - Dene/Nootka Elec Main Meter Energy (kWh),Totem Park Res - Kwakiutl/Shuswap Elec Main Meter Energy (kWh),Thea Koerner House Elec Main Meter Energy (kWh),TotemParkRes Salish Haida Elec Main Meter Energy (kWh),TotemParkRes Shuswap Kwakiutl Elec Main Meter Energy (kWh),University Centre Elec Main Meter Energy (kWh),ULTL Elec Main Meter Energy (kWh),Woodward IRC Elec Main Meter Energy (kWh),War Memorial Gymnasium Elec Main Meter Energy (kWh),Woodward Library Elec Main Meter Energy (kWh),USB Elec Main Meter Energy (kWh),Wesbrook Building Elec Main Meter Energy (kWh)
6/12/2020,188.0141602,337,7124.5,3959,857.5,2693.671875,223.3125,3827.5,6046.5,7619.25,3115.75,820.5,9948.5,1128.5,5843,2801,46901,1378,13893.25,2077.6875,2674.5,1501,15045,2684,231.5,887.5,2611,2830.25,1222,1766.5,3594,11894.5,9494,6416.5,4574.5,339.25,NA,606.5625,1255,285,5400,1090.5,NA,813.5,1158.875,1721.5625,2986,10284,3211.375,2533,6357.5,8006.75,3571.5,282.25,736,177.640625,43884,2110.25,5262,2193.75,4595.5,6368.5,3565,800,1758,690.21875,12762.25,816.5,5535,183.96875,735,2347.5,1068.5,1723.640625,854.5,2055.8125,412,9671.796875,NA,754,693.3125,183.625,2398,821,385.75,2807,4047.375,2709.25,6094.625,6526.25,2285,46.375,787.375,137.75,126,76.375,147.125,887.5,113.375,40.078125,834,7153.875,1254.75,643.25,2273,4935,1136.625
6/13/2020,197.8632813,354.5,6817,3871,772.5,2306.429688,229.234375,3553,5676,7242.75,3028,831,9210.75,1034.5,5846,1468.5,46901,1358,13526.75,1077,2466,1454,15322,2825,200.75,796.5,2281,2673.75,546.5,1596,3207,11217,8978,6381,4205,347.75,NA,575.625,1234.5,293,5291.75,514,NA,809,1045.5625,1556.5625,2719,8749.5,3071.75,2446,6167.5,7952.25,3149.5,287,667.5,165.1484375,40492,1856.75,4255,2020.25,4617.5,6297,3439,607,1167,628.421875,11411.25,489,5119,171.34375,740,2035,1003,1376.058594,814.5,1973.3125,398.5,9018.625,NA,626.5,461.484375,185,2359,650,386.25,2608.5,4124.875,2701.5,5203.625,6142.375,2314.5,46.625,783.875,137.125,126.5,76.75,147.25,854,107.25,40.203125,872.5,6913,1071.09375,605,1809,3492,1038.53125
6/14/2020,168.7958984,282.5,6921.5,3832,769,2319.039063,230.984375,3579,5729.5,7306.25,3121.75,857.5,9186.5,927,5971,2047.5,46900,1325,13738,1529.4375,2443.5,1395,15043,2786,200.5,808.5,2287,2644.25,547.5,1522,3158,10595.5,9002.5,6348.5,4219,345.875,NA,545.625,1237.5,303.25,5373.25,518.5,NA,796.5,1484,1555.75,2743.5,9468.75,3216.625,2425.5,6186,7978,3033.5,284.875,616,159.5,39768,1536.75,4185.5,1928.5,4524,6180,3429,609.5,1136.25,632.828125,11042.75,613.5,5072,142.34375,697,1976.5,995.5,1373.847656,813,1968.6875,388.25,8821.296875,NA,565.5,647.421875,184.125,2374.5,643,383.75,2590.5,4104.625,2687.5,5159.5,6003.875,2340,46.5625,776.625,134.8125,125.5,76.625,147,849.5,106.4375,40.03125,850,6887.125,1007.5625,592.75,1671,3368.5,1025.90625
6/15/2020,162.840332,460,7293.5,4173,859,2572.296875,242.984375,3512.5,5977.5,7389.375,3041,1094.5,9775.75,1103.5,5821,2797,45156,1340,13670.75,2096.6875,2589,1506,16976,2842,230.125,950,2616.5,3027.25,1134,1695.5,3651.5,11539,9651.5,6623,4541,376.625,NA,605.0625,1366,247.75,5930.25,1456,NA,795,1132.625,1871.375,2983,10004.25,3183.125,2685.5,6512.5,8746.25,3586.5,286.25,841,234.1875,41746,2220,5289,2599.25,4557.5,6419.5,3681,891,1750.5,686.984375,12978.5,810,5174,241.15625,959,2592.5,1038.5,1729.160156,833.5,2036.3125,455.25,9062.78125,NA,734,714.765625,196.375,2709.5,650,383.5,2692.5,4313.375,2754.25,5195.375,6305,2334.5,46.4375,788.75,131,126.5,75.875,147.125,904.5,99.625,40.15625,936,7173.5,1150.28125,654,2389,5049.5,1212.40625
6/16/2020,167.1723633,468,7316.5,4301,846.5,2635.335938,236.6875,3664,6238.5,7554.625,3735.25,1286,9783.25,1055.5,6025,2817,46896,1353,14066,2102.5625,2751,1436,15543,2613.5,224.75,986,2792,2954.75,1136,1649.5,3800.5,11138,9663.5,6637,4624,366.375,NA,630.25,1253.5,213.75,5692.5,1103.5,NA,796.5,1095.875,1816.5625,2971.5,9961.75,3145,2647.5,6594.5,8290.75,3799,281.25,848.5,183.0703125,43808,2124,5445.5,2615.75,4811.5,6157,3651,883.5,1709.75,736.921875,13243.5,806,5559,198.15625,768,2492,1081.5,1704.609375,827,2044.8125,439.75,9598.34375,NA,696.5,695.78125,180.25,3039,642,385,2825,4220.875,2675.25,5814.125,7010,2318,46.625,776.75,128.875,125.5,74.75,147.25,845,99,43.890625,843.5,7069.875,1157.15625,676.25,2586,4576,1320.6875
6/17/2020,166,513,7680.5,4353,814,2770.414063,220.9375,3491,6250.5,7864.625,4255.5,1262.25,9684.25,1018,6199,2809.5,46896,1680,14664.75,2005.125,2707.5,1381,14743,2443,229.25,880.5,2848.5,2715.25,1137,1675.5,3646,11921,9826,6896.5,4703.5,347.75,NA,576.625,1263,207.25,5077.5,653.5,NA,796.5,1078.875,1760.375,2950.5,10856.75,3269.5,2538.5,6460,8785.25,3581,274.375,639.5,152.25,45580,2283,5360.5,2680.25,5022,5989.5,3587,849,1582,749.875,13488,776,5835,172.84375,575,2382,1140.5,1694.367188,804,2073.9375,419.75,10036.53125,NA,785,678.671875,176,3014,652.5,391.75,2862.5,4080.125,2514,6365.375,7101,2136.5,46.25,757.125,131.1875,125.5,74.75,147.125,826.5,95.1875,48.75,756.5,7467.625,1195.40625,624,2909,4437.25,1388.59375
6/18/2020,165.9882813,561,7696.5,4285,803,2815.554688,318.640625,3500.5,6375,7910.5,4376.25,1237.25,9907.25,1024.5,6119,2844.5,46899,1600,14748.75,1931.125,3173,1369,14744,2402,235,846,3000,2575.5,1177.5,1712,3613.5,11942.5,9720,6934.5,4702.5,341.375,NA,660.4375,1191,210.25,4760.75,607.5,NA,805.5,1127.4375,1814.8125,2958.5,11324.25,3419.25,2487.5,6592.5,8536,3533,274.5,615,93.140625,46570,2275.25,5428.5,2508.25,5060,5920.5,3715,886.5,1585,765.15625,13930.75,748,6132,149.3125,501,2372.5,1185,1692.585938,796.5,2081.625,401.5,9886.65625,NA,838,690.875,192.625,2877.5,455,391.5,2938,4048.25,2471.25,6771.875,7241.375,2133,46.5,731.75,129.625,352.5,74.625,149.25,786.5,97.8125,43.578125,756.5,7683.625,1238.75,653.75,2958,4742.5,1439.84375
6/19/2020,186.2954102,554,7921,4229,783.5,2799.476563,277.140625,3678,6659,8176.25,4304.5,1333,10440.25,1025,6277,2661,46897,1464,15328.75,1850.625,3243.5,1368,14730,2385.5,238.5,809.5,3049.5,2542.75,1194,1696,3591,11072,9788.5,7244,4780.5,334.25,917.75,631.5625,1149.5,204.5,4466.25,615.5,NA,794,1107.4375,1880.125,2853,12365.25,3471,2420.5,6498.5,9164.5,3522.5,275.625,560.5,92.109375,48972,2042,5459.5,2407.75,5040,5963.5,3651,805.5,1503.75,735.921875,14359.75,751.5,6588,148.5625,388,2303.5,1295.5,1750.132813,706,2062.8125,356.5,9880.84375,NA,855,687.6875,179.375,2563,595,399,3210,3998.75,2518,7786.125,7190.625,2097.5,46.875,731.125,130.5,270.5,75,150.375,774,97,42.65625,720.5,8130.5,1223.96875,615.75,2697,4598.25,1373.9375
6/20/2020,167.4018555,472.5,7423,3616,727,2478.03125,210.859375,3598,5868.5,7765.25,4294.5,863.75,9916.75,958.5,5861,2158,46896,1290,15052.5,1533.625,2786.5,1340,14304,2400.5,202,677,2654.5,2417.25,552,1574,3133,7661.5,9546.5,6355.5,4425.5,331.5,859,540.125,1138,202.5,4598.75,524.5,NA,749.5,1475,1615.125,2607,12231.75,3627.625,2304,5929.5,7856.75,2960.5,278.25,494,89.2734375,45616,1705,4381.5,1931.25,4830.5,5927.5,3403,594.5,942,754.796875,12781.25,699,6873,135.0625,456,2069,1291,1380.601563,714.5,2054.25,326.75,9704.34375,NA,762.5,473.921875,182.125,2426,486,397.5,2669.5,4040.5,2637.25,6151.75,6185.625,2035.5,47.1875,738.375,129.5625,148.5,74.75,150.25,774,96.25,40.40625,688,7410.25,1127.71875,555.5,2131,3428,1079.21875
6/21/2020,163.027832,398,7420.5,3868,721,2449.023438,211.765625,3651,5136.5,7661.375,3134.5,888.25,9327.25,934.5,5918,1977,46897,1293,14351,1360.625,2684,1301,13968,2342,202.625,675.5,2604.5,2380.75,550,1561,3178.5,11242.5,9415.5,6387.5,4204.5,331.375,863.5,559.9375,1099,193,4615.25,518,NA,742.5,1468,1606.875,2613,10885.75,3578.625,2324,5906,7426.75,2877.5,270.125,690.5,90.1875,43118,1390.5,4318,1855.25,4441,5903,3398,592.5,968.5,755.953125,11343.5,584,6116,112.6875,491,2035,1174.5,1383.671875,716,2018.8125,332.25,9559.9375,NA,717.5,660.265625,195.375,2471,392,364.5,2576.5,3974.5,2509.5,5120.875,5912.625,2035.5,45.4375,735.375,130.6875,150,74.5,145.75,777,94.75,40.5625,687,6966.25,1044,559.25,1873,3301.75,1047.46875
6/22/2020,194.1889648,574.5,7886,4175,790,2714.039063,280.09375,3943,5661,7784.25,4249.75,1012.75,10067.5,1012.5,6049,2743.5,46897,1405,14904.5,1904.4375,3056.5,1376,15524,2507,229,810.5,3072,2830.75,1060.5,1658,3584.5,9624,9984,6833,4549.5,335.25,933.75,608.8125,1141,206,4778.5,655,NA,761,1171.6875,1933.25,2946.5,12201.75,3566.625,2523.5,6375,7560.5,3891.5,273,699.5,91.703125,46786,2065.5,5506.5,2368.5,4321.5,5980.5,3688,824,1497.75,776.109375,13570.25,761,6211,188.34375,514,2342,1211,1755.757813,729,2037.125,387.5,9281.5625,NA,833.5,706.046875,179.875,2517,499,336.25,3003.5,3989.875,2524.25,6112.75,7094.125,2077,44.4375,749.25,139,410.5,74.75,145.625,864.5,102.8125,41.890625,762.5,8550.625,1194.9375,635,2645,4806.75,1278.28125
6/23/2020,171.5585938,559.5,7708,4249,782,2873.632813,268.59375,3991,5807.5,8259.375,3562.75,885.25,10412.25,1043,6269,2875,46898,1526,15146.5,1971.0625,3043,1499,15109,2275,231.875,775,3095,2770.75,1063.5,2028,3660.5,6428.5,10330,7438.5,4718.5,311.75,904,644.3125,1204.5,207,4362.5,663.5,NA,823.5,1156.6875,1894.875,2985.5,13534.25,3725.5,2435,6616.5,8951.75,3765,255.375,572.5,98.578125,50943,2144.75,5742.5,2113,4651.5,7267.5,3818,844.5,1497,791.46875,14855.5,753.5,7150,148.59375,429,2225,1277,1781.28125,717,2074.6875,356.25,9414.34375,NA,683.5,702.171875,177.375,2458,540.5,351.75,3006,3968.25,2604.75,7274.625,7382.125,2007,44.4375,743.75,139.875,258.5,74.5,146.75,835.5,100.5625,43,713,9264.125,1195.90625,643,2776,4748.25,1309.25
6/24/2020,206.1694336,491.5,7874,4150,785,2823.765625,286.28125,4017.5,5903,8230.375,4022.25,909,10572.5,1028.5,6304,2918,46896,1429,15491.5,1910.9375,3205.5,1406,15213,2281.5,234.625,766,3050.5,2573.5,1191.5,1926.5,3520,6470.5,10455,7278,4625.5,315.5,902.25,585.25,1128,201.25,4282.5,682.5,NA,862.5,1212.8125,1911.625,3004,13560,3775,2430.5,6643,8234.75,3767,257.125,537.5,95.296875,52205,2305.25,5567,2234.75,4857.5,8175,3716,853,1461.5,755.234375,15981.5,771,7235,136.34375,412,2239.5,1318,1783.53125,719,2072.1875,370.5,9239.15625,NA,688,713.359375,192,2490,552.5,350,3049.5,4021.875,2569,7035.375,7488.375,2052,44.5625,690.375,139.8125,593.5,76.375,149.875,838,91.5,39.921875,690.5,9183.5,1148.21875,617.25,2680,4975.25,1299.78125
6/25/2020,188.1157227,554.5,8110.5,4140,784.5,2782.890625,299.28125,4027,6297.5,8096,3921.5,916.5,10420.5,1074.5,6252,2965,46893,1421,14833.75,1966.9375,3243,1408,14970,2313.5,256.25,774,3092.5,2554.5,1181,1832.5,3568.5,6379,10376.5,7326,4735,314.875,926,612.625,1188,203.75,4392,682,NA,873.5,1204.125,2039.4375,3161,13230.5,3870.375,2393.5,6479,7249.75,3783.5,262.625,535,84.5546875,49366,2361.5,5425.5,2258,4816.5,8445,3882,909,1441,810.6875,15306.5,754,7038,154.8125,423,2216.5,1286,1775.078125,634.5,2062.625,355.5,9025.34375,NA,638.5,743.953125,189.625,2552,463,353.75,2945,4055,2593,6620.375,7166,2086,44.625,739.375,127.5625,282,62.5,135.625,853.5,76.625,38.734375,706.5,9096.875,1186.0625,621,2563,4733,1299.875
6/26/2020,193.3798828,531.5,7844.5,4056,793,2763.9375,267.515625,4001,6121.5,8180.125,3774.75,1242.25,10472.25,1039.5,5840,3015.5,46896,1324,14383,1916.625,3236,1453,14920,2317,277.75,790.5,3024.5,2668,1218.5,1795.5,3824.5,6200,10373,7430.5,4758.5,315.375,915,597.4375,1172.5,204.75,4412.5,664,NA,864,1198.9375,2096.25,3173.5,12821.5,3754.625,2399.5,6478.5,7869.25,3758.5,271.75,539.5,84.5078125,49209,2320,5422.5,2354.75,4829.5,8337,3705,809.5,1836.25,874.953125,13956,749,6957,145.3125,372,2197,1307.5,1772.140625,715,2053,371.25,8911.1875,NA,611,737.546875,188.875,2586,572.5,349.5,2920.5,3915.375,2533.25,6704,7259.125,2058.5,53.625,734.75,117.5625,538,62.125,131.75,937,71.125,40.875,709.5,9066.875,1175.75,580.5,2589,4904.25,1304.78125
6/27/2020,161.3583984,469,7389,3793,732.5,2584.328125,189.265625,3614,5449.5,7542.75,3587.75,885.25,9499.5,958.5,4985,2260.5,46898,1313,13091.25,1597.125,2567,1358,11301,2265,255.5,665.5,2471,2489.5,558.5,1690.5,3404.5,6764.5,9584.5,6802.5,3568.5,273.625,883,527.75,1125.5,202.25,4635,515.5,NA,835.5,1477.0625,1845.5,2867.5,11358,2926.25,1947.5,5908.5,6192,3005,256.25,671,78.859375,43388,1914,3750,1964.25,4752.5,7063,3487,531,1059.5,775.03125,12027,705,6170,98.34375,535,2013.5,1232,1391.164063,684,2002.25,368.5,6518.0625,NA,517,374.03125,188.375,2571,391.5,273.5,2509.5,4010.5,2529.5,5712.25,5872.75,1669.5,40.1875,538.75,88.1875,148.5,49.25,99.5,847,55.3125,53.1875,725,8798.75,1132.9375,566.5,2094,3322,1055.25
6/28/2020,169.7412109,390,7822,3746,751.5,2510.796875,233.171875,3733.5,5564,7719,3731.5,943.5,9502.25,911.5,5886,2160,46900,1339,12073.75,1495.25,2838,1317,11739,2261,245.25,665,2457.5,2519.25,554.5,1659,3635,7580.5,9612,6252,3918,314.375,877.25,556.8125,1140.5,203.25,4549,519,NA,869,1471.3125,1850.125,2815.5,10570.75,2949.75,2305,5936,8962,2954,256.125,555.5,81.0234375,43069,1603.75,4456.5,1802,4337,6931.5,3518,539.5,1089.75,877.96875,11569.5,599.5,6236,117.8125,513,2258,1112,1384.414063,682.5,2015.4375,419.5,7173.375,NA,489,459.34375,174.5,2547.5,503.5,351.75,2504,3972,2579.5,5766.25,6113,1971.5,45.25,722.25,94.875,147.5,61.875,133.625,876,67.4375,45.640625,722,8956.125,1049.375,583.75,1868,3186,1028.25
6/29/2020,161.4580078,565.5,8318,4404,811.5,2834.9375,287.15625,3830,6133.5,8312.75,3758.75,976.5,10522.75,982,6355,2981,46899,1409,14352.25,1852.875,3638,1386,13362,2239.5,269.875,804.5,2968,2737,1064,1827.5,6315,9254,10203,7552,4354.5,308.375,867.75,661.375,1168,201.5,4340.5,651,NA,898.5,1252.875,2144.5625,3203.5,13190,3612.125,2378.5,6384,10694.25,3822,266.875,566,85.9609375,49468,2248.75,5722,2402.25,4585,8550.5,3769,826,1651.75,831.546875,14193.5,763.5,6667,148.6875,391,2385.5,1298,1735.335938,687,2056.4375,395,7170.9375,NA,526,591.34375,172.25,2540,1170,354.25,2965.5,4021.75,2537,6062.75,7400.875,1954.5,45.4375,739.875,102.125,620,68.625,137.75,967,71.9375,46.1875,752.5,9137.625,1220.4375,661.25,2709,4650,1289.1875
6/30/2020,215.2148438,564.5,7835,4260,797,2755.546875,330.34375,3667.5,5815.5,8106.75,3703.75,907.25,10032.75,1025,5706,2887,46900,1313,13590.25,1938.875,3146,1373,14698,2255.5,241.75,802.5,2958,2711.75,1085.5,1781.5,5475,10993.5,10062.5,6774.5,4226.5,304,894.5,628.75,1186,202.25,4577.75,657.5,NA,876.5,1227.4375,2058.125,3200.5,11770.5,3338,2491,6257,8964.25,3874,261,568.5,78.3984375,46431,2392.5,5233.5,2224,4609.5,7968,3750,791,1614.5,704.265625,13526,781,6789,173.09375,509,2200.5,1219,1706.851563,690.5,2017.5,364.75,8368.21875,NA,566,656.265625,220.75,2556.5,1189,344,3031.5,4096.375,2533.5,6157,6850.875,1962,44.75,748.625,117.1875,647,62.875,134.625,958,70.0625,45.015625,769,8658.875,1202.375,628,2605,4994.5,1250.25
7/1/2020,153.8369141,542,7268.5,3717,790.5,2468.171875,391.3125,3646,4910,7585,3606,1148,9636,967,5466,2753.5,46900,1246,12282.75,1985.625,2752,1373,16511,2315.5,234.75,794,2637.5,2026.25,568.5,1575.5,4938,10873.5,9547,6439.5,4106.5,311.25,724.25,567.25,1229.5,202.25,4925.25,512.5,NA,818,1149.3125,1934.6875,2889,8645.5,3057.625,2107.5,6029,8265.5,3419.5,258.5,810,78.4375,44742,2260.75,3964.5,1699.25,4432,6338,3437,774.5,1021.5,702.3125,11960,780,6550,124.03125,802,1925,1038,1609.898438,627.5,1984.25,352.75,7662.625,NA,606.5,428.125,195.375,2613.5,834.5,344,2859,4019.25,2643.5,4835.625,6016.25,2010,44.1875,735.375,115.3125,448,62.625,127.875,964.5,67.25,41.203125,760,8182.625,1002.4375,589.75,1880,4509,1252.96875
7/2/2020,163.2929688,571,7672.5,3934,834,2654.640625,339.5,3085.5,5674,7617.5,3807.25,1488,10047.5,869.5,5674,3137.5,46900,1328,13469.75,2164.5,2816.5,1503,17303,2390,229.625,834,2833,2773.25,1199.5,1732.5,5436,10092.5,10131.5,6654.5,4234,335.875,995.75,692.9375,1334.5,228,5363.75,980,NA,865,1243.8125,2115.625,3166.5,10147.5,3447.875,2709,6510,8480.25,3902,273.25,938.5,72.734375,45405,2350.75,4757,2402,4367,7258,3613,793,1619,610.28125,13095.5,843.5,6187,227,924,2281,1080,1703.578125,656.5,1989.5,418.25,8455.375,NA,634.5,715.453125,195.875,2637,983,344.75,2956,4174.5,2697.75,4960.625,6379.375,2049,46.5625,736.375,115,951.5,61.5,127.75,1064,74.9375,44.703125,953.5,8224.375,1235.09375,643.25,2285,5108.25,1288.875
7/3/2020,178.1240234,545,7590,3620,832.5,2600.640625,329.953125,3034.5,5657,7620,3925.75,1091,10135.25,997,5694,3105,45679,1370,13249.5,2146.375,2806,1431,17018,2376,226.875,980.5,2824,2679.75,1230,1675.5,6086,10605,10036,6569,4171.5,361.25,1150.25,650.0625,1347.5,231.75,5380.75,1319.5,NA,877,1278.875,2188.6875,3239,10138.25,3349.875,2762,6592,8625.5,4100.5,274.375,814.5,77.8828125,44846,2361.5,4301.5,2161.5,4573,7194,3682,736.5,1635.5,540.234375,13057,831,5906,240.65625,925,2433,1038.5,1705.992188,671.5,1984.5625,430.5,8348.40625,NA,662,769.703125,182,2617.5,1015,347,3000.5,4205.75,2676.5,5653.5,6074.125,2068.5,44.125,662,117,894.5,62.875,119.375,1041.5,79.125,45.921875,999,7746.75,1133.9375,681.75,2199,5223.75,1313.125
7/4/2020,166.4873047,461,7282,3645,749.5,2508.828125,237.1875,3025,5174.5,7604.75,3503.75,915.25,9425.5,923,5720,2296,46898,1312,13468.5,1612.875,2542.5,1404,13606,2332,195.875,921.5,2459.5,2451,532,1570,6106,10288,9600.5,6418,4080.5,317.625,1085.25,538.75,1209.5,224.5,4792.25,531,NA,847,1126.5625,1910.875,2794,10403.5,3280.125,2484,6072.5,8460,3641.5,275.125,637,77.3046875,42054,1978,3633,1821,4542,6603,3444,533.5,1051.25,541.03125,12663.5,750,5371,134.4375,680,1955,1072.5,1314.578125,650.5,1988.4375,392.5,8611.59375,NA,556.5,506.984375,182.75,2548,778,348,2774.5,3987.25,2572.75,5284.875,5583.75,2059.5,44.75,576.75,112.5,442.5,69,115.125,889.5,73.25,44.484375,899.5,7067.25,1081.375,581,2005,3708.25,1058.65625
7/5/2020,170.3935547,391,7505,3854,740.5,2495.71875,230,3136,5729.5,7850.5,3828.75,974.5,9438.5,896.5,5830,2083.5,46898,1351,14057.5,1416.375,2744.5,1350,13368,2292.5,207.5,765.5,2484,2454.25,530.5,1582.5,6143,10913.5,9529.5,6512,4218,311.125,1071.25,628.125,1155.5,223,4257.75,518.5,NA,860,1549.8125,1897.25,2813.5,11040.25,3328.5,2427.5,6100,9057,3474,276.375,537.5,78.9140625,42308,1668.25,3802.5,1807.75,4308,6537,3453,533.5,979.75,537.765625,12607,575,5452,148.125,493,1887,1129,1341.859375,712,2002.8125,375.75,7818.375,NA,541.5,682.125,182.625,2464.5,653.5,348.25,2822.5,4006.5,2524.75,5478.875,5546,2017,50.75,571.25,113.25,447,89,123.625,870,72.75,41.203125,677.5,7121.375,1049.5,572.25,1856,3620.5,1035.0625
7/6/2020,173.6953125,642,8112,4454,811.5,2784.765625,329.640625,3543,5874.5,8288.25,4463.5,950.5,10223,971.5,5957,2938,5988,1419,14969.25,1891.5,3413,1371,14074,1620.5,241.375,835,2867,2667.25,1132.5,1692.5,5836,9659,10184.5,6844.5,4383.5,357,1267,582.5,1144,210.5,4100.25,678.5,NA,1164.5,1210.5625,2237.1875,3172,12904.75,3584,2523,6513,9635.25,4129,278.375,563.5,81.6484375,47114,2408,5174,2372.75,4427,7885,3695,759,1550,553.8125,14182,767,6001,181.5625,457,2210.5,1235.5,1755.414063,718.5,2059.5,370,7509.15625,NA,593.5,768.828125,197.125,2468.5,994.5,348.75,3101,4071.375,2603.5,6059.375,7135.75,1971.5,51.8125,565.25,121.0625,1110,98.375,132.25,930,79.5625,42.71875,753,7356.25,1182.9375,676.5,2762,5255.25,1270.96875
7/7/2020,216.7607422,694,8595.5,4171,778.5,2733.546875,328.59375,3467,6096.5,8164.75,4264.5,942.75,10083.5,1040,5729,3315,0,1334,14527.25,2091.25,3067,1389,14620,1464.5,238.5,811.5,2870.5,2610.25,1115.5,1850.5,5735,10978.5,10082.5,6840.5,4345.5,364.125,1176.25,614.4375,1141.5,197,4454.5,679,NA,1178.5,1194.875,2179.4375,3775,12750.25,3604.875,2563,6523.5,8644.75,4277,256.5,616,73.9765625,47077,2473.75,4624.5,2648.5,4553,8051,3639,771,1553.25,400.015625,13325,764.5,6574,191.53125,467,2307.5,1235,1725.125,742.5,2060.8125,395.25,8223.90625,NA,573.5,797.015625,196.75,2465.5,1245,346.75,2887,4028.25,2529.5,6130.75,7015.125,1981.5,55.5,563.75,122.9375,1075.5,100.25,141.25,910.5,83.6875,39.046875,731.5,7260.875,1209.09375,724.5,2872,5277.75,1249.3125
